regisno,animal_id,prefix,anm_name,sex,category,birth_date,regtype,mating,twin_code,disposal,frac1,brd2,frac2,brd3,frac3,ownr,breeder,sire_reg,dam_reg,dam_dob,birth_work_grp,birth_cont_grp,birth_wt,birth_adj,birth_no_conts,wean_work_grp,wean_cont_grp,wean_feed_code,wean_date,wean_wt,wean_adj,wean_no_conts,year_work_grp,year_cont_grp,year_date,year_wt,year_adj,year_no_conts,birth_cg_no,calv_ease
1069510,R6903,RABR,BROWN_MS_VACATION_R6903,C,A,2005-01-06,R,3,1,14,1000,.,.,.,.,95764,26380,648319,833302,2002-01-07,612413,R1753805,80,80,1,612413,.,1,2005-09-01,585,515,1,612413,.,2006-02-02,985,931,1,.,1
1069517,R7986,RABS,BROWN_MS_BIG_FUTURE_R7986,C,2,2005-01-07,R,3,1,15,1000,.,.,.,.,26380,26380,CA867594,704674,2000-04-22,612413,R1753805,88,88,1,612413,.,1,2005-09-01,505,449,1,612413,.,2006-02-02,965,927,1,.,1
1069523,R7992,RABS,BROWN_MS_LIL_VACATION_R7992,C,A,2005-01-08,R,3,1,99,1000,.,.,.,.,66344,26380,648319,766073,2001-01-27,612413,R1753805,95,95,1,612413,.,1,2005-09-01,510,455,1,612413,.,2006-02-02,895,855,1,.,1
1078198,74R,1BWJ,RED_HILL_M361_MS_MARIAS_74R,C,A,2005-08-28,R,2,1,.,1000,.,.,.,.,86684,75218,855234,859304,2002-02-15,339938,R1748204-2,67,69,1,339938,1,1,2006-03-28,494,508,1,368878,1,2006-08-09,750,820,1,7,1
1079329,R5134,CWK,CWK_6486_5134R,C,A,2005-08-18,R,2,1,.,1000,.,.,.,.,107554,55579,729224,622339,1998-03-21,382968,R1627240-6,72,72,33,382968,10,2,2006-01-28,490,598,17,356031,7,2006-09-06,650,714,16,.,1
1084964,R41,JSR,RCC_MISS_RUBY_R41,C,A,2005-10-11,R,2,1,21,1000,.,.,.,.,65158,65158,882039,724588,2000-01-29,355637,R1617844-3,82,82,5,355637,6,1,2006-03-02,423,574,3,359359,4,2006-11-11,820,824,2,.,1
1084978,R205,MUS,MUSHRUSH_MIMI_VG_R205,B,A,2005-08-28,R,1,1,16,1000,.,.,.,.,23254,23254,663262,946447,2003-09-20,612392,R1609729-5,74,81,9,612392,4,2,2006-05-05,594,574,8,374789,4,2006-10-01,1044,1057,8,.,1
1087327,133,1RK,BRIGHTWATERS_QUINN,C,A,2005-03-07,R,1,1,.,1000,.,.,.,.,75583,47675,533603,634181,1998-03-26,344134,R1604220-2,80,80,1,344134,2,2,2005-09-13,498,531,1,820232,.,.,.,.,.,.,1
1090141,R82,THIS,THIS_R82_OF_153_WARRIOR,B,A,2006-03-01,R,1,1,15,1000,.,.,.,.,64203,59756,916767,784739,2001-02-27,612363,R1584926-6,80,80,10,480840,15,2,2006-08-14,558,670,3,391612,16,2007-03-12,1200,1159,3,.,1
1091895,527R,OHLC,OH_MS_EMULOUS_MM_527R,C,2,2005-10-03,R,2,1,.,1000,.,.,.,.,56386,56386,890917,873156,2000-02-24,494032,R1554285-3,65,65,57,494032,3,1,2006-05-10,482,464,57,817413,.,.,.,.,0,.,1
1091945,564R,OHLC,OH_MS_EMULOUS_CS_564R,C,A,2005-09-14,R,1,1,.,1000,.,.,.,.,56386,95795,630104,1004787,2003-02-22,494032,R1554285-3,63,68,57,494032,3,1,2006-05-10,512,503,57,817413,.,.,.,.,0,.,1
1091980,613,IVEY,III_ETTA_MAE_613-K7721,C,A,2006-01-22,R,2,1,99,1000,.,.,.,.,66344,49941,937367,792939,2000-10-29,370685,R1614427-23,70,70,9,370685,24,1,2006-08-05,486,507,6,378206,14,2006-12-24,908,986,6,.,1
1092351,S7806,GHF,GHF_COUNTRY_WIDE_S7806,B,A,2006-02-01,R,1,1,15,1000,.,.,.,.,100263,26380,786422,873381,2002-02-10,612356,R1566168-5,85,86,18,612356,6,2,2006-07-17,600,737,5,371105,1,2007-02-16,1065,1085,1,.,1
1093469,R174,3JF,3J_MS_LORENZO-SHO_R174,C,A,2005-10-12,R,2,1,.,1000,.,.,.,.,117293,47321,773090,818319,2001-02-09,352642,R1618045-2,82,83,21,352642,4,1,2006-04-23,533,567,19,808350,.,.,.,.,0,.,1
1093593,625S,BCRR,BCRR_CHEROK_625S,C,A,2006-03-03,R,3,1,15,1000,.,.,.,.,45685,33996,556755,700555,1999-03-05,612399,R1752983,92,92,1,357731,.,1,2006-10-10,671,629,1,372464,.,2007-03-05,960,946,1,.,1
1095635,615,BTK,CMK_ANGEL_615,C,A,2006-02-18,R,1,1,.,1000,.,.,.,.,98619,23178,761532,803196,2001-02-13,353056,R1639829-7,105,105,71,353056,7,1,2006-09-08,672,686,70,372752,3,2007-02-23,866,879,63,.,1
1096157,4S,FRI,FEDDES_BLOCKANA_4S,C,A,2006-01-18,R,1,1,99,1000,.,.,.,.,83868,31083,786422,982661,2004-03-15,369285,R1749020-3,70,78,42,369285,6,1,2006-08-29,580,609,39,787474,.,.,.,.,0,5,1
1097440,612,MSG,GP_CATALYST_612,B,A,2006-03-08,R,1,1,14,1000,.,.,.,.,30649,30649,706216,775022,2001-02-23,612395,R1649486-2,78,78,9,612395,2,1,2006-09-16,784,832,9,374672,2,2007-03-22,1429,1384,3,.,1
1097507,696,SNSN,SRR_MR_SENSATION_696,B,A,2006-02-22,R,3,1,15,1000,.,.,.,.,59061,59061,863393,508183,1995-04-06,611284,R1757293,90,90,1,611284,.,1,2006-09-07,636,658,1,368258,.,2007-01-13,1010,1126,1,.,1
1098134,814A,*814A,K_F_BANDOLIER_814,B,2,2004-03-30,R,3,1,21,1000,.,.,.,.,78232,78232,US12224884,US11225670,1989-03-26,612394,R1708577-1,83,83,1,612394,1,1,2004-09-28,574,636,1,612394,1,2005-02-28,1050,1134,1,.,1
1100311,60,BHR,BHR_DURANGO_60,B,A,2006-02-19,R,1,1,16,1000,.,.,.,.,26772,35170,786422,970239,2004-01-22,618466,R1616449-3,62,69,23,618466,7,2,2006-08-12,622,796,2,368367,9,2007-01-19,1257,1431,2,.,1
1100792,S601,GHCC,LSF_GRA_REVLON_S601,C,A,2006-01-01,R,1,1,.,1000,.,.,.,.,56386,54667,574873,833204,2002-03-05,612380,R1647585-2,52,53,13,612380,2,1,2006-08-30,625,549,11,371025,4,2007-02-16,880,789,5,.,1
1100794,S635,GHCC,LSF_GRA_EMMA_S635,C,A,2006-01-12,R,1,1,.,1000,.,.,.,.,94064,35170,606036,970252,2004-01-31,612380,R1647585-4,78,85,8,612380,4,1,2006-08-30,520,532,8,371025,9,2007-02-16,901,891,6,.,1
1100796,657,GHCC,GOURLEY_RED_OAK_657,B,A,2006-02-11,R,2,1,15,1000,.,.,.,.,54667,56386,970277,690578,1999-03-31,612380,R1647585-1,80,80,22,612380,1,1,2006-08-30,580,593,21,370064,3,2007-01-24,852,889,7,.,1
1101852,10712,RAB,BIEBER_ROUGH_RIDER_10712,B,A,2006-06-08,R,2,1,12,1000,.,.,.,.,22991,22991,998634,855689,2002-04-07,612334,R1573586-4,97,98,30,612334,6,1,2006-10-09,441,686,17,376237,7,2007-04-25,1002,1139,17,.,1
1102154,S99,3SCC,3SCC_ZEPPLIN_S99,B,A,2006-03-09,R,2,1,16,1000,.,.,.,.,23303,78232,849900,905334,2003-04-30,612366,R1569570-1,84,88,95,612366,2,1,2006-10-04,717,750,29,371646,2,2007-02-14,1254,1398,18,.,1
1102171,S105,3SCC,3SCC_JIBA_S105,C,A,2006-03-10,R,1,1,.,1000,.,.,.,.,81656,78232,522935,896621,2003-03-19,612366,R1749362-7,91,95,69,612366,23,1,2006-10-03,474,507,48,383024,23,2007-02-25,888,968,2,5,1
1102180,S51,3SCC,3SCC_RAMLIN_S51,C,A,2006-02-28,R,1,1,9,1000,.,.,.,.,97889,78232,372629,977621,2004-03-13,612366,R1569570-2,86,93,19,612366,4,1,2006-10-03,545,583,10,375310,3,2007-04-03,1040,1018,9,.,1
1102213,S05,3SCC,3SCC_HIGH_GRADE_S05,B,A,2006-02-13,R,3,1,16,1000,.,.,.,.,25790,78232,768015,US13697364,2000-04-13,612366,R1752655,87,87,1,612366,.,1,2006-10-03,762,683,1,371646,.,2007-02-14,1221,1231,1,.,1
1102411,S609,2RJL,2RJL_PROTOCOL_S609,B,A,2006-03-04,R,3,1,14,1000,.,.,.,.,60817,60817,768015,US13697364,2000-04-13,612390,R1752276,83,83,1,612390,.,1,2006-10-03,674,652,1,370755,.,2007-02-14,1000,1041,1,.,1
1103435,6600B,PTMP,LORENZEN_LANCER_LANCER_6600B,B,A,2006-02-12,R,1,1,14,1000,.,.,.,.,80497,56464,533603,991646,2004-02-21,611187,R1608790-2,72,79,2,611187,3,1,2006-08-07,586,745,2,367958,2,2006-12-26,1035,1255,1,.,2
1105411,S7539,RABS,BROWN_MS_ABIGAIL_S7539,C,A,2005-12-10,R,3,1,15,1000,.,.,.,.,26380,26380,648319,934748,2003-01-08,612389,R1702597-1,84,84,1,612389,1,1,2006-08-22,500,418,1,371159,1,2007-02-16,920,796,1,.,1
1105927,15,PINN,PINNOW_SULI-15,C,A,2006-02-07,R,1,3,99,1000,.,.,.,.,113468,77072,557331,832988,2002-03-19,356165,R1747976-3,64,64,0,356165,3,2,2006-09-12,580,556,1,691622,.,.,.,.,0,.,1
1106375,45S,1BWJ,RED_HILL_17P_CALDWELL_45S,C,B,2006-02-23,R,2,1,.,969,HP,31,.,.,75218,75218,990784,990767,2004-01-15,357782,R1558970-4,78,85,11,357782,5,1,2006-08-12,391,515,9,370811,3,2007-02-12,798,869,9,.,1
1106417,19S,1BWJ,RED_HILL_806_CALDWELL_19S,C,B,2006-02-02,R,1,1,11,938,HP,62,.,.,75218,75218,607513,882505,2000-02-29,357782,R1558970-5,60,60,5,357782,7,1,2006-08-31,489,479,5,370811,5,2007-02-12,758,740,5,.,1
1106549,S3608,GMM,GMM_MS_CHEYENNE_S3608,C,A,2006-01-04,R,3,1,99,1000,.,.,.,.,101063,26380,786422,890308,2002-09-16,612388,R1755589,73,73,1,612388,.,1,2006-08-23,505,456,1,.,.,.,.,.,.,.,1
1108095,S318,LJC,LJC_PAWNEE_CANYON_S318,B,A,2006-02-12,R,1,1,.,1000,.,.,.,.,23043,23043,574873,909052,2003-02-14,612371,R1634426-6,86,89,65,612371,13,1,2006-08-12,565,667,40,370809,8,2007-02-08,1140,1178,29,.,1
1108685,S6144,PARK,LSF_CRYSTAL_LA394_S6144,C,A,2006-02-06,R,3,1,.,1000,.,.,.,.,59759,33079,770938,775089,2001-03-08,612782,R1756431,83,83,1,612782,.,2,2006-08-25,598,611,1,371023,.,2007-02-16,1038,1013,1,.,1
1108903,38S,1BWJ,RED_HILL_6033_BIG_LADY_38S,C,A,2006-02-14,R,2,1,.,1000,.,.,.,.,75218,75218,729254,859291,2002-02-06,357782,R1558970-7,79,80,11,357782,9,1,2006-09-29,550,514,11,370811,7,2007-02-12,818,829,10,.,1
1109534,S008,2MS,MESSMER_PACKER_S008,B,A,2006-02-12,R,2,1,9,1000,.,.,.,.,22991,25785,969339,969162,2004-03-14,612815,R1611151-1,85,93,88,612815,2,1,2006-09-28,756,768,85,368002,2,2007-01-09,1174,1419,63,.,1
1109865,S047,SII6,SCHULER_RED_62_RMR_S047,B,3,2006-03-23,R,1,1,16,500,XX,500,.,.,19232,35618,899669,.,.,612369,R1602217-12,80,.,0,612369,.,2,2006-10-13,675,.,.,371715,.,2007-02-12,952,.,0,.,1
1110255,6629S,SOR6,SCHULER_JUDGE_6629S,B,B,2006-02-28,R,1,1,12,999,XX,1,.,.,81513,24439,904822,717423,2000-02-11,611186,R1612389-63,84,84,176,611186,63,3,2006-09-25,530,524,1,371715,13,2007-02-12,910,958,1,.,1
1110958,6242,RJF,FISCHER_MONTANA_PLAN_6242,B,A,2006-01-16,R,1,1,15,1000,.,.,.,.,26191,26191,971819,957356,2004-01-21,612367,R1639279-2,70,77,4,612367,2,1,2006-09-09,680,674,3,371113,2,2007-02-06,1140,1165,3,.,1
1111392,S247,RICE,RICE_S247,C,A,2006-05-17,R,2,1,99,1000,.,.,.,.,66344,66344,908123,794714,2001-02-21,435005,R1552667-5,70,70,4,435005,9,1,2006-08-16,270,521,4,724968,.,.,.,.,.,.,1
1111400,S236,RICE,RICE_S236,C,A,2006-04-06,R,2,1,99,1000,.,.,.,.,66344,66344,908123,648345,1998-09-18,435005,R1552667-1,51,51,14,435005,1,1,2006-08-16,425,632,4,.,.,.,.,.,.,.,1
1111409,S244,RICE,RICE_S244,C,A,2006-04-30,R,2,1,99,1000,.,.,.,.,66344,66344,908123,820108,2001-10-09,435005,R1552667-5,66,67,4,435005,9,1,2006-08-16,360,634,4,.,.,.,.,.,.,.,1
1111417,S240,RICE,RICE_S240,C,A,2006-04-06,R,2,1,99,1000,.,.,.,.,66344,66344,908123,648354,1998-09-16,435005,R1552667-2,67,74,1,435005,3,1,2006-08-16,370,598,1,687363,.,.,.,0,.,.,1
1111669,625,GMRA,GMRA_LAKOTA_625,C,A,2006-01-12,R,1,1,.,1000,.,.,.,.,25959,25959,557331,910322,2003-02-19,618405,R1621296-2,67,70,62,618405,7,1,2006-08-15,610,615,59,368063,8,2007-01-03,810,842,44,.,1
1112011,4L7,4L,MS4LRICE7548,C,A,2005-08-19,R,2,1,99,1000,.,.,.,.,66344,66344,779425,648347,1998-09-12,353214,R1597909-1,51,51,1,353214,1,1,2006-02-01,631,767,1,.,.,.,.,.,.,.,1
1112354,S032,MVK,LSF_MVK_M375_CARRIE_S032,C,A,2006-03-06,R,2,1,21,1000,.,.,.,.,78597,42952,854887,981098,2004-01-29,358669,R1618308-1,64,71,8,358669,2,2,2006-09-19,617,699,7,371025,2,2007-02-14,887,991,6,.,1
1112950,601,HCFA,HCFA_GRAVITY_601,B,A,2006-01-01,R,3,1,.,1000,.,.,.,.,104851,59519,786313,577971,1997-02-16,618411,R1752794,82,82,1,618411,.,1,2006-08-05,822,784,1,371523,.,2007-02-13,1215,1112,1,.,1
1112958,609,HCFA,HCFA_PEDRO_609,B,A,2006-01-08,R,3,1,9,1000,.,.,.,.,59519,59519,786313,704675,2000-05-18,618411,R1747643-1,78,78,1,618411,1,1,2006-08-05,904,888,1,376523,1,2007-02-28,1388,1262,1,.,1
1113370,62S,HMV,4L_RAM_CANYON_62S,B,A,2006-03-30,R,2,1,16,1000,.,.,.,.,23303,41375,956446,558805,1997-03-25,612364,R1611099-2,86,86,43,612364,2,1,2006-10-27,801,781,40,.,.,.,.,.,.,.,1
1114274,775S,SUTH,SUTH_JR_LASS_775S,C,A,2006-03-18,R,2,1,11,1000,.,.,.,.,31959,31959,910397,977927,2004-02-26,365450,R1587945-22,84,91,25,365450,37,1,2006-09-27,524,607,11,373986,26,2007-03-23,806,862,11,.,1
1115955,5746,FLR,5L_EXPEDITION_0052-5746,B,A,2006-02-09,R,3,1,16,1000,.,.,.,.,24566,24566,982031,710619,2000-02-17,.,R1755781,.,.,.,611304,.,1,2006-09-08,844,822,1,369418,.,2007-01-26,1285,1326,1,.,1
1118212,638,PFFR,BADLANDSPFFRBEEFMAKER638,B,A,2006-02-06,R,2,1,11,1000,.,.,.,.,59440,34058,792250,919749,2003-01-07,612381,R1553778-4,80,83,33,612381,7,2,2006-09-10,780,782,32,370532,5,2007-01-21,1395,1522,17,.,1
1118800,S337,WF,BECKTON_WARRIOR_C1_S337,B,A,2006-03-12,R,2,1,14,1000,.,.,.,.,22983,23081,855356,736092,2000-02-28,611303,R1627909-15,81,81,149,611303,53,1,2006-09-12,620,682,39,371107,88,2007-02-16,1176,1249,25,.,.
1118889,S426,BKT,BECKTON_HUSTLER_S426_C2,B,A,2006-03-17,R,2,1,16,1000,.,.,.,.,79183,22992,793178,854859,2002-03-16,611303,R1627909-2,89,90,60,611303,5,1,2006-09-13,618,707,15,371107,10,2007-02-16,1244,1349,9,.,.
1119132,S670,WF,BECKTON_LEGEND_S670,B,A,2006-03-31,R,3,1,.,1000,.,.,.,.,22983,23081,533603,533628,1996-03-19,611303,R1715385-1,76,76,1,611303,1,3,2006-09-12,436,523,1,371107,1,2007-02-15,918,1017,1,.,.
1119395,S225,VC,BUF_CRK_LANCER_328-S225,B,A,2006-05-12,R,1,1,16,1000,.,.,.,.,72010,23024,861704,456362,1994-04-10,611317,R1626149-2,100,102,148,611317,5,1,2006-11-01,510,613,118,375965,7,2007-04-26,1016,1073,8,.,1
1119879,S7607,RABS,BROWN_MS_MISSION_S7607,C,A,2006-03-20,R,1,1,8,1000,.,.,.,.,26380,26380,960383,934725,2003-03-04,618406,R1648916-11,83,86,6,618406,20,1,2006-09-01,420,532,4,372697,18,2007-02-22,728,815,4,.,1
1119896,S7272,RABS,BROWN_AFFIRMED_S7272,B,B,2006-05-17,R,2,1,16,992,XX,8,.,.,26380,26380,1003224,833322,2002-01-14,618406,R1648916-2,80,81,2,618406,5,1,2006-09-01,305,527,1,.,.,.,.,.,.,.,1
1119898,S7557,RABS,BROWN_MS_REVELATION_S7557,C,A,2006-02-21,R,2,1,.,1000,.,.,.,.,78573,26380,964366,833332,2002-02-17,618406,R1648916-7,80,81,18,618406,13,1,2006-07-14,395,542,11,372697,13,2007-02-22,710,768,9,.,1
1119988,S7533,RABS,BROWN_MS_L806_S7533,C,A,2006-01-19,R,1,1,99,1000,.,.,.,.,49853,26380,607513,964362,2004-02-06,618406,R1648916-6,70,77,19,618406,11,1,2006-07-22,476,582,15,372697,11,2007-02-22,718,762,15,.,1
1121163,6011,JDI,SJRA_3009_PATTIE_6011,C,A,2006-03-05,R,1,1,99,1000,.,.,.,.,87070,23337,427186,709443,2000-02-21,359327,R1563498-4,76,76,38,359327,8,1,2006-09-10,570,612,32,373301,6,2007-03-09,785,803,24,.,1
1122280,607,PFFR,PFFR_SHAQ_607,B,2,2006-01-23,R,3,1,16,1000,.,.,.,.,25790,34058,CA1421804,523010,1996-03-06,612385,R1692481-1,88,88,1,612385,1,2,2006-09-10,892,805,1,370532,1,2007-01-21,1410,1428,1,.,1
1124080,5390R,SPT,SLGN_SPT_SEREOLA_5390R,C,A,2005-10-09,R,1,1,.,1000,.,.,.,.,66282,72872,767421,896817,2003-03-16,612383,R1556419-5,80,87,1,612383,5,1,2006-03-26,525,683,1,.,.,.,.,.,.,.,1
1125171,5004,GCC,GRILL_FLASHBACK_5004,B,A,2005-09-16,R,2,1,16,1000,.,.,.,.,23385,63793,571786,656850,1999-05-01,612382,R1584084-2,86,86,5,612382,2,1,2006-05-01,755,690,5,.,.,.,.,.,.,.,1
1127562,613,CCC,CLARK_MARIE_613,C,A,2006-03-04,R,2,1,.,1000,.,.,.,.,75282,75282,982598,440263,1994-02-20,365478,R1615723-1,69,71,5,365478,1,3,2006-09-30,602,614,1,398514,1,2007-03-04,772,789,1,.,1
1127628,8405,FLR,5L_RITO_MTN_431-8405,B,2,2005-09-08,R,3,1,15,1000,.,.,.,.,24566,24566,CA1613619,372652,1992-02-19,.,R1717430,.,.,.,605975,1,1,2006-04-11,558,536,1,.,.,.,.,.,.,.,1
1128685,6601,LGF,7U_NEW_HORIZONS_6601,B,A,2006-05-03,R,1,1,16,1000,.,.,.,.,50502,18702,666277,738659,2000-02-09,618493,R1559949-2,92,92,9,618493,4,1,2006-11-15,614,638,8,378880,4,2007-04-17,852,887,8,.,1
1128705,6621,LGF,7U_JULIAN_TWICE_6621,B,A,2006-05-26,R,2,1,.,1000,.,.,.,.,50502,18702,910103,993650,2004-05-02,618493,R1559949-4,72,79,8,618493,8,1,2006-11-15,484,634,6,378880,8,2007-04-17,764,927,6,.,1
1131721,48S,PRA,PELTON_%_IMF_48S,B,A,2006-02-04,R,3,1,9,1000,.,.,.,.,26772,28799,731189,931369,2003-02-04,618467,R1753375,80,80,1,618467,.,1,2006-09-05,850,821,1,368567,.,2007-01-19,1280,1327,1,.,1
1131722,9913S,PRA,PELTONS_MS_CATHY_9913S,C,A,2006-02-03,R,3,1,15,1000,.,.,.,.,28799,28799,795492,931360,2003-02-10,618467,R1756312,76,76,1,618467,.,1,2006-09-05,700,674,1,.,.,.,.,.,.,.,1
1132160,610,WPRA,WPRA_EVERLEDA_ENTENSE_610,C,2,2006-02-20,R,1,1,.,1000,.,.,.,.,50013,50013,574873,US14754837,2004-02-21,368373,R1620988-1,71,78,1,368373,1,1,2006-09-16,510,564,1,375131,1,2007-03-25,807,814,1,.,1
1134079,S182,RRH,MS_HAMMEL_CANYON_S182,C,A,2006-03-21,R,2,1,15,1000,.,.,.,.,97889,23134,911858,731320,2000-03-28,365246,R1748899-2,87,87,178,365246,6,1,2006-10-23,651,628,177,378237,6,2007-04-30,973,909,144,3,1
1134490,6002S,HXC,HXC_CRUISER_6002S,B,A,2006-01-12,R,3,1,15,1000,.,.,.,.,25675,25675,533603,1011184,2004-01-28,612377,R1741003-1,75,75,1,612377,1,1,2006-08-16,664,634,1,370191,1,2007-02-03,1358,1283,1,.,2
1134491,6003S,HXC,HXC_RAVEN_6003S,B,A,2006-01-07,R,3,1,15,1000,.,.,.,.,25675,25675,533603,1011184,2004-01-28,612377,R1754644,85,85,1,612377,.,1,2006-08-18,572,533,1,370191,.,2007-02-03,1290,1213,1,.,1
1136382,630,RED,RED_COPPER_630,B,A,2006-02-05,R,1,1,15,1000,.,.,.,.,83608,25618,637891,986362,2004-02-08,445512,R1658570-2,70,77,61,445512,5,1,2006-09-01,540,607,51,.,.,.,.,.,.,.,1
1137334,R597,SMRS,SMRS_VICTORIA_R597,C,2,2005-09-13,R,3,1,99,1000,.,.,.,.,87070,22908,574873,303920,1988-01-02,368624,R1684907-1,78,78,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
1137351,609,MARS,MARS_J526_305_609,B,A,2006-03-11,R,1,1,14,1000,.,.,.,.,23234,57134,678010,913963,2003-04-05,612376,R1597380-4,82,85,6,612376,4,1,2006-10-28,700,668,6,378271,4,2007-03-31,1110,1094,4,.,1
1137741,71S6,DES,BASIN_TREND_SETTER_71S6,B,A,2006-03-21,R,3,1,16,1000,.,.,.,.,25892,25892,998634,848410,2002-01-23,612374,R1754293,84,84,1,612374,.,1,2006-10-10,610,615,1,370561,.,2007-02-12,1120,1268,1,.,1
1138571,6247S,JBOB,LSF_JBOB_NO_LIMIT_6247S,B,A,2006-02-28,R,2,1,16,1000,.,.,.,.,51740,35087,691195,708524,2000-02-02,612365,R1566452-2,88,88,21,612365,4,1,2006-10-14,920,836,15,371025,6,2007-02-15,1295,1320,9,.,.
1139318,S7621,RABS,BROWN_MS_MARIE_S7621,C,A,2006-01-25,R,3,1,99,1000,.,.,.,.,76707,57010,387580,670989,1999-02-05,611197,R1689007-1,80,80,1,611197,1,1,2006-07-13,485,571,1,372697,1,2007-02-22,772,776,1,.,1
1139325,S6944,RABR,BROWN_MS_L806_S6944,C,A,2006-01-24,R,3,1,.,1000,.,.,.,.,29988,26380,607513,934771,2003-01-29,611197,R505586-1,90,94,1,611197,1,1,2006-07-13,415,505,1,372697,1,2007-02-22,738,740,1,.,1
1139422,S7611,RABS,BROWN_MS_CHEYENNE_S7611,C,A,2006-01-07,R,3,1,.,1000,.,.,.,.,104473,26380,786422,890310,2002-09-19,611197,R1755246,80,80,1,611197,.,1,2006-08-10,605,581,1,372697,.,2007-02-22,890,814,1,.,1
1139430,S7279,RABS,BROWN_LONESTAR_S7279,B,A,2006-01-18,R,3,1,16,1000,.,.,.,.,26380,26380,607513,896744,2003-02-11,611197,R1756942,95,95,1,611197,.,1,2006-08-10,610,613,1,371105,.,2007-02-15,965,914,1,.,1
1145226,19G,RDDA,RDDA_HUSTLER_19G,B,A,2006-04-17,R,1,1,15,1000,.,.,.,.,22991,74114,793178,1004766,2004-02-19,612362,R1631218-4,90,97,1,612362,4,1,2006-10-27,598,704,1,.,.,.,.,.,.,.,1
1147702,84S,1BWJ,RED_HILL_B571_JULIAN_84S,B,A,2006-09-02,R,3,1,.,1000,.,.,.,.,75218,75218,387580,855307,2002-03-26,612349,R1752081,80,80,1,612349,.,2,2007-03-21,506,517,1,383943,.,2007-08-15,942,992,1,.,1
1148231,6097,LACY,LACY_FHG_LEGACY_6097,B,A,2006-09-09,R,1,1,16,1000,.,.,.,.,29231,29231,663262,880901,2002-09-03,612358,R1561659-3,70,71,16,612358,12,2,2007-03-20,638,692,5,390036,6,2007-09-17,1210,1198,5,.,1
1148261,6089,LACY,LACY_CHATEAU_6089,B,A,2006-09-06,R,1,1,15,1000,.,.,.,.,29231,29231,557331,880906,2002-09-29,612358,R1561659-3,72,73,16,612358,8,2,2007-03-20,596,639,1,390036,3,2007-09-17,1130,1111,1,.,1
1149497,682,FORD,CRS_DIAMND_NEW_MARKET_682,B,A,2006-06-16,R,1,2,16,1000,.,.,.,.,42011,50502,474168,592020,1997-04-04,612352,R1666535-1,56,56,1,612352,1,1,2007-01-10,466,460,1,378839,1,2007-05-09,872,1006,1,.,1
1149531,6055,FORD,CRS_DIAMND_COLOSSAL_6055,B,A,2006-07-03,R,2,1,16,1000,.,.,.,.,92379,50502,761543,666279,1999-02-07,612352,R1648570-2,90,90,96,612352,2,1,2007-01-10,648,685,82,378839,1,2007-05-09,936,1072,79,.,1
1149545,685,FORD,CRS_DIAMND_SKEETER_685,B,A,2006-06-16,R,1,2,16,1000,.,.,.,.,86746,50502,474168,592020,1997-04-04,612352,R1689677-1,62,62,1,612352,1,1,2007-01-10,574,567,1,378839,1,2007-05-09,760,817,1,.,1
1150063,6122S,BCRR,BCRR_CARRIE_6122S,C,A,2006-08-23,R,2,1,11,1000,.,.,.,.,45685,55579,793367,795566,2001-04-13,612359,R1648606-2,65,65,23,612359,5,2,2007-04-10,610,565,21,394319,6,2007-09-28,790,742,11,.,1
1152302,S207,MUS,MUSHRUSH_WARRIOR_MD_S207,B,A,2006-08-29,R,1,1,16,1000,.,.,.,.,23254,23254,623338,818573,2001-09-16,612320,R1557141-6,72,72,65,612320,10,2,2007-05-04,692,585,60,612320,14,2007-09-01,1000,996,56,.,1
1153125,142S,SHHM,SHHM_BETH_142S,C,A,2006-05-20,R,2,1,.,1000,.,.,.,.,33175,31361,1015772,541377,1996-04-08,378153,R1620142-5,66,66,20,378153,9,1,2006-11-08,553,646,18,.,.,.,.,.,.,.,1
1153260,S11,JSR,RCC_MISS_SYBL_S11,C,A,2006-09-13,R,1,1,.,1000,.,.,.,.,65158,65158,574873,761069,2000-10-19,378207,R1606696-4,76,76,2,378207,5,1,2007-05-15,702,602,2,394958,4,2007-10-28,1070,957,1,.,1
1153269,S34,JSR,RCC_MISS_SARA_S34,C,A,2006-10-07,R,2,1,.,1000,.,.,.,.,65158,65158,882039,882033,2002-11-26,378207,R1606696-4,85,86,2,378207,5,1,2007-05-15,634,607,2,394958,3,2007-10-28,894,858,1,.,1
1153846,718,MSG,GP_HALLMARK_718,B,A,2007-03-13,R,2,1,.,1000,.,.,.,.,23186,30649,1016875,827345,2002-03-21,612355,R1608738-4,85,85,11,391272,7,2,2007-09-22,848,895,9,407902,6,2008-03-28,1490,1441,3,.,1
115409,297,SH,SH_AMBER,C,A,1979-11-18,R,2,1,14,1000,.,.,.,.,23263,23130,84714,61394,1974-04-18,.,R1649720,.,.,.,605983,1,1,1980-06-10,400,400,7,.,.,.,.,.,.,.,.
1155251,S69,SPRE,WES_REVELER_S69,B,A,2006-09-12,R,1,1,15,1000,.,.,.,.,32866,32866,832407,781387,2001-02-14,612337,R1614156-4,84,84,20,612337,7,2,2007-06-06,848,671,13,390034,8,2007-09-09,1122,1132,13,.,1
